text,label,preprocessed_text
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral,current quarterli appli surcharg differ significantli actual market price
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,filmiteollisuu fine ab transfer talentum oyj form subsidiari
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,neutral,finnish bank alandsbanken said monday buy swedish oper iceland 's troubl kaupth bank 414 million kronor 49.5 million cash
Fortum also has a blocking stake in Northwestern TGK-1 .,neutral,fortum also block stake northwestern tgk-1
"He found him again , however , after the driver was involved in a two-car accident .",neutral,found howev driver involv two-car accid
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral,helsinki afx salcomp mobil phone charger manufactur said appoint markku hangasjarvi new ceo follow resign mat eriksson
"HK Ruokatalo produces many turkey products , such as cold cuts .",neutral,hk ruokatalo produc mani turkey product cold cut
"However , the brokers ' ratings on the stock differ .",neutral,howev broker rate stock differ
"However , the suspect stole his burgundy Nissan Altima .",negative,howev suspect stole burgundi nissan altima
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative,medium advisori ntsb said subsequ test `` train detect system intermitt fail ``
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",negative,"finland snow storm brought tree power line cut electr 2,000 household"
"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",neutral,"spring 2006 total 386,530 stock option 2002 b annul"
"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur .",neutral,inform system supplier sentera -- 24.51 pct -- next heavili trade share sysopen digia softwar hous acquir 77.4 pct compani morn 33 mln eur
It 's very difficult to become a Google Analytics channel partner .,neutral,'s difficult becom googl analyt channel partner
"Juhani J+Ærvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral,juhani j+ærvi corpor execut vice presid kesko say russian food retail sector fragment
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,negative,layoff also take place suomussalmi kuhmo plant autumn result codetermin negoti held
Metso estimates the need for personnel reductions to amount to 25 people .,negative,metso estim need personnel reduct amount 25 peopl
Most of the layoffs will be in Finland .,negative,layoff finland
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",negative,"perman layoff plywood sawn timber sector finnish compani 's oper sever domest mill earlier year temporarili laid 1,200 worker save cost"
"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",neutral,motorola world 's second-largest maker cell phone unveil new phone tuesday bid resurrect ail handset busi
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral,mursula said tri gather macro-econom perspect see malaysia
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral,nikla skogster employ abb group variou posit concern develop oper
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative,paper compani neg territori stora enso r shed 1.62 pct 12.73 eur upm-kymmen 0.80 pct 18.64 eur m-real b 0.18 pct lower 5.57 eur
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,neutral,rautaruukki aim find work group 's locat made redund
Temporary layoffs in these units have already started .,neutral,temporari layoff unit alreadi start
The beers differ slightly from mainstream beers .,neutral,beer differ slightli mainstream beer
"The company operates a U.S. division in Lisle , Ill. .",neutral,compani oper u.s. divis lisl ill.
The company says it is difficult to estimate the market situation for the whole year 2009 .,neutral,compani say difficult estim market situat whole year 2009
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral,contract also includ cut edg wagon part ruukki 's steel servic centr seinajoki raah deliv vr weld assembl
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,current refer grade instrument challeng oper due high price complex routin use
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral,deal cover stockmann auto oy ab 's sale after-sal servic concern volkswagen audi helsinki espoo vantaa
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral,differ explain fact two ship compani stop oper gulf finland
"The dollar fell , though , against the pound and the yen .",negative,dollar fell though pound yen
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral,dual-fuel engin vessel oper liquefi natur ga lng low emiss
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,neutral,emerg market raisio chosen enter far mark rel low per caput food consumpt
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",neutral,employ togeth health personnel support quit pay part cost nicotin treatment
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral,equip design bollor africa logist termin societ d'exploit du termin de vridi setv abidjan ivori coast deliveri schedul start march 2010
